address	type	length	references	value
1800f473d	string	23	0	EspCreatePipeReference
1800f4754	string	15	0	PartA_PrivTags
1800f4763	string	16	0	 PartA_PrivTags
1800f4773	string	13	0	 wilActivity
1800f4782	string	8	0	hresult
1800f478b	string	9	0	fileName
1800f4795	string	11	0	lineNumber
1800f47a1	string	7	0	module
1800f47a9	string	12	0	failureType
1800f47b6	string	8	0	message
1800f47bf	string	9	0	threadId
1800f47c9	string	12	0	callContext
1800f47d6	string	21	0	originatingContextId
1800f47ec	string	23	0	originatingContextName
1800f4804	string	26	0	originatingContextMessage
1800f481f	string	17	0	currentContextId
1800f4831	string	19	0	currentContextName
1800f4845	string	22	0	currentContextMessage
1800f485c	string	10	0	failureId
1800f4867	string	13	0	failureCount
1800f4875	string	9	0	function
1800f487f	string	12	0	ReferenceId
1800f489b	string	23	0	EspCreatePipeReference
1800f48b2	string	15	0	PartA_PrivTags
1800f48c1	string	13	0	 wilActivity
1800f48d0	string	9	0	threadId
1800f48da	string	9	0	ClientId
1800f48e4	string	9	0	PipePath
1800f48fd	string	23	0	EspCreatePipeReference
1800f4914	string	15	0	PartA_PrivTags
1800f4923	string	13	0	 wilActivity
1800f4932	string	8	0	hresult
1800f493b	string	9	0	threadId
1800f4954	string	23	0	EspCreatePipeReference
1800f496b	string	15	0	PartA_PrivTags
1800f497a	string	16	0	 PartA_PrivTags
1800f498a	string	13	0	 wilActivity
1800f4999	string	8	0	hresult
1800f49a2	string	9	0	fileName
1800f49ac	string	11	0	lineNumber
1800f49b8	string	7	0	module
1800f49c0	string	12	0	failureType
1800f49cd	string	8	0	message
1800f49d6	string	9	0	threadId
1800f49e0	string	12	0	callContext
1800f49ed	string	21	0	originatingContextId
1800f4a03	string	23	0	originatingContextName
1800f4a1b	string	26	0	originatingContextMessage
1800f4a36	string	17	0	currentContextId
1800f4a48	string	19	0	currentContextName
1800f4a5c	string	22	0	currentContextMessage
1800f4a73	string	10	0	failureId
1800f4a7e	string	13	0	failureCount
1800f4a8c	string	9	0	function
1800f4aa5	string	26	0	EspCreateDesktopReference
1800f4abf	string	15	0	PartA_PrivTags
1800f4ace	string	13	0	 wilActivity
1800f4add	string	8	0	hresult
1800f4ae6	string	9	0	threadId
1800f4af0	string	12	0	ReferenceId
1800f4b0c	string	26	0	EspCreateDesktopReference
1800f4b26	string	15	0	PartA_PrivTags
1800f4b35	string	16	0	 PartA_PrivTags
1800f4b45	string	13	0	 wilActivity
1800f4b54	string	8	0	hresult
1800f4b5d	string	9	0	fileName
1800f4b67	string	11	0	lineNumber
1800f4b73	string	7	0	module
1800f4b7b	string	12	0	failureType
1800f4b88	string	8	0	message
1800f4b91	string	9	0	threadId
1800f4b9b	string	12	0	callContext
1800f4ba8	string	21	0	originatingContextId
1800f4bbe	string	23	0	originatingContextName
1800f4bd6	string	26	0	originatingContextMessage
1800f4bf1	string	17	0	currentContextId
1800f4c03	string	19	0	currentContextName
1800f4c17	string	22	0	currentContextMessage
1800f4c2e	string	10	0	failureId
1800f4c39	string	13	0	failureCount
1800f4c47	string	9	0	function
1800f4c51	string	12	0	ReferenceId
1800f4c6d	string	26	0	EspCreateDesktopReference
1800f4c87	string	15	0	PartA_PrivTags
1800f4c96	string	13	0	 wilActivity
1800f4ca5	string	9	0	threadId
1800f4caf	string	9	0	ClientId
1800f4cce	string	26	0	EspCreateDesktopReference
1800f4ce8	string	15	0	PartA_PrivTags
1800f4cf7	string	13	0	 wilActivity
1800f4d06	string	8	0	hresult
1800f4d0f	string	9	0	threadId
1800f4d28	string	26	0	EspCreateDesktopReference
1800f4d42	string	15	0	PartA_PrivTags
1800f4d51	string	16	0	 PartA_PrivTags
1800f4d61	string	13	0	 wilActivity
1800f4d70	string	8	0	hresult
1800f4d79	string	9	0	fileName
1800f4d83	string	11	0	lineNumber
1800f4d8f	string	7	0	module
1800f4d97	string	12	0	failureType
1800f4da4	string	8	0	message
1800f4dad	string	9	0	threadId
1800f4db7	string	12	0	callContext
1800f4dc4	string	21	0	originatingContextId
1800f4dda	string	23	0	originatingContextName
1800f4df2	string	26	0	originatingContextMessage
1800f4e0d	string	17	0	currentContextId
1800f4e1f	string	19	0	currentContextName
1800f4e33	string	22	0	currentContextMessage
1800f4e4a	string	10	0	failureId
1800f4e55	string	13	0	failureCount
1800f4e63	string	9	0	function
1800f4e7c	string	30	0	EspCreateRegistryKeyReference
1800f4e9a	string	15	0	PartA_PrivTags
1800f4ea9	string	13	0	 wilActivity
1800f4eb8	string	8	0	hresult
1800f4ec1	string	9	0	threadId
1800f4ecb	string	12	0	ReferenceId
1800f4ee7	string	30	0	EspCreateRegistryKeyReference
1800f4f05	string	15	0	PartA_PrivTags
1800f4f14	string	16	0	 PartA_PrivTags
1800f4f24	string	13	0	 wilActivity
1800f4f33	string	8	0	hresult
1800f4f3c	string	9	0	fileName
1800f4f46	string	11	0	lineNumber
1800f4f52	string	7	0	module
1800f4f5a	string	12	0	failureType
1800f4f67	string	8	0	message
1800f4f70	string	9	0	threadId
1800f4f7a	string	12	0	callContext
1800f4f87	string	21	0	originatingContextId
1800f4f9d	string	23	0	originatingContextName
1800f4fb5	string	26	0	originatingContextMessage
1800f4fd0	string	17	0	currentContextId
1800f4fe2	string	19	0	currentContextName
1800f4ff6	string	22	0	currentContextMessage
1800f500d	string	10	0	failureId
1800f5018	string	13	0	failureCount
1800f5026	string	9	0	function
1800f5030	string	12	0	ReferenceId
1800f504c	string	30	0	EspCreateRegistryKeyReference
1800f506a	string	15	0	PartA_PrivTags
1800f5079	string	13	0	 wilActivity
1800f5088	string	9	0	threadId
1800f5092	string	9	0	ClientId
1800f509c	string	8	0	KeyPath
1800f50b4	string	30	0	EspCreateRegistryKeyReference
1800f50d2	string	15	0	PartA_PrivTags
1800f50e1	string	13	0	 wilActivity
1800f50f0	string	8	0	hresult
1800f50f9	string	9	0	threadId
1800f5112	string	30	0	EspCreateRegistryKeyReference
1800f5130	string	15	0	PartA_PrivTags
1800f513f	string	16	0	 PartA_PrivTags
1800f514f	string	13	0	 wilActivity
1800f515e	string	8	0	hresult
1800f5167	string	9	0	fileName
1800f5171	string	11	0	lineNumber
1800f517d	string	7	0	module
1800f5185	string	12	0	failureType
1800f5192	string	8	0	message
1800f519b	string	9	0	threadId
1800f51a5	string	12	0	callContext
1800f51b2	string	21	0	originatingContextId
1800f51c8	string	23	0	originatingContextName
1800f51e0	string	26	0	originatingContextMessage
1800f51fb	string	17	0	currentContextId
1800f520d	string	19	0	currentContextName
1800f5221	string	22	0	currentContextMessage
1800f5238	string	10	0	failureId
1800f5243	string	13	0	failureCount
1800f5251	string	9	0	function
1800f526a	string	23	0	EspCreateDiskReference
1800f5281	string	15	0	PartA_PrivTags
1800f5290	string	13	0	 wilActivity
1800f529f	string	8	0	hresult
1800f52a8	string	9	0	threadId
1800f52b2	string	12	0	ReferenceId
1800f52ce	string	23	0	EspCreateDiskReference
1800f52e5	string	15	0	PartA_PrivTags
1800f52f4	string	16	0	 PartA_PrivTags
1800f5304	string	13	0	 wilActivity
1800f5313	string	8	0	hresult
1800f531c	string	9	0	fileName
1800f5326	string	11	0	lineNumber
1800f5332	string	7	0	module
1800f533a	string	12	0	failureType
1800f5347	string	8	0	message
1800f5350	string	9	0	threadId
1800f535a	string	12	0	callContext
1800f5367	string	21	0	originatingContextId
1800f537d	string	23	0	originatingContextName
1800f5395	string	26	0	originatingContextMessage
1800f53b0	string	17	0	currentContextId
1800f53c2	string	19	0	currentContextName
1800f53d6	string	22	0	currentContextMessage
1800f53ed	string	10	0	failureId
1800f53f8	string	13	0	failureCount
1800f5406	string	9	0	function
1800f5410	string	12	0	ReferenceId
1800f542c	string	23	0	EspCreateDiskReference
1800f5443	string	15	0	PartA_PrivTags
1800f5452	string	13	0	 wilActivity
1800f5461	string	9	0	threadId
1800f546b	string	9	0	ClientId
1800f5475	string	9	0	DiskPath
1800f548e	string	23	0	EspCreateDiskReference
1800f54a5	string	15	0	PartA_PrivTags
1800f54b4	string	13	0	 wilActivity
1800f54c3	string	8	0	hresult
1800f54cc	string	9	0	threadId
1800f54e5	string	23	0	EspCreateDiskReference
1800f54fc	string	15	0	PartA_PrivTags
1800f550b	string	16	0	 PartA_PrivTags
1800f551b	string	13	0	 wilActivity
1800f552a	string	8	0	hresult
1800f5533	string	9	0	fileName
1800f553d	string	11	0	lineNumber
1800f5549	string	7	0	module
1800f5551	string	12	0	failureType
1800f555e	string	8	0	message
1800f5567	string	9	0	threadId
1800f5571	string	12	0	callContext
1800f557e	string	21	0	originatingContextId
1800f5594	string	23	0	originatingContextName
1800f55ac	string	26	0	originatingContextMessage
1800f55c7	string	17	0	currentContextId
1800f55d9	string	19	0	currentContextName
1800f55ed	string	22	0	currentContextMessage
1800f5604	string	10	0	failureId
1800f560f	string	13	0	failureCount
1800f561d	string	9	0	function
1800f5636	string	25	0	EspCreateVolumeReference
1800f564f	string	15	0	PartA_PrivTags
1800f565e	string	13	0	 wilActivity
1800f566d	string	8	0	hresult
1800f5676	string	9	0	threadId
1800f5680	string	12	0	ReferenceId
1800f569c	string	25	0	EspCreateVolumeReference
1800f56b5	string	15	0	PartA_PrivTags
1800f56c4	string	16	0	 PartA_PrivTags
1800f56d4	string	13	0	 wilActivity
1800f56e3	string	8	0	hresult
1800f56ec	string	9	0	fileName
1800f56f6	string	11	0	lineNumber
1800f5702	string	7	0	module
1800f570a	string	12	0	failureType
1800f5717	string	8	0	message
1800f5720	string	9	0	threadId
1800f572a	string	12	0	callContext
1800f5737	string	21	0	originatingContextId
1800f574d	string	23	0	originatingContextName
1800f5765	string	26	0	originatingContextMessage
1800f5780	string	17	0	currentContextId
1800f5792	string	19	0	currentContextName
1800f57a6	string	22	0	currentContextMessage
1800f57bd	string	10	0	failureId
1800f57c8	string	13	0	failureCount
1800f57d6	string	9	0	function
1800f57e0	string	12	0	ReferenceId
1800f57fc	string	25	0	EspCreateVolumeReference
1800f5815	string	15	0	PartA_PrivTags
1800f5824	string	13	0	 wilActivity
1800f5833	string	9	0	threadId
1800f583d	string	9	0	ClientId
1800f5847	string	11	0	VolumeGuid
1800f5862	string	25	0	EspCreateVolumeReference
1800f587b	string	15	0	PartA_PrivTags
1800f588a	string	13	0	 wilActivity
1800f5899	string	8	0	hresult
1800f58a2	string	9	0	threadId
1800f58bb	string	25	0	EspCreateVolumeReference
1800f58d4	string	15	0	PartA_PrivTags
1800f58e3	string	16	0	 PartA_PrivTags
1800f58f3	string	13	0	 wilActivity
1800f5902	string	8	0	hresult
1800f590b	string	9	0	fileName
1800f5915	string	11	0	lineNumber
1800f5921	string	7	0	module
1800f5929	string	12	0	failureType
1800f5936	string	8	0	message
1800f593f	string	9	0	threadId
1800f5949	string	12	0	callContext
1800f5956	string	21	0	originatingContextId
1800f596c	string	23	0	originatingContextName
1800f5984	string	26	0	originatingContextMessage
1800f599f	string	17	0	currentContextId
1800f59b1	string	19	0	currentContextName
1800f59c5	string	22	0	currentContextMessage
1800f59dc	string	10	0	failureId
1800f59e7	string	13	0	failureCount
1800f59f5	string	9	0	function
1800f5a0e	string	33	0	EspCreateFileStreamReferenceById
1800f5a2f	string	15	0	PartA_PrivTags
1800f5a3e	string	13	0	 wilActivity
1800f5a4d	string	8	0	hresult
1800f5a56	string	9	0	threadId
1800f5a60	string	12	0	ReferenceId
1800f5a7c	string	33	0	EspCreateFileStreamReferenceById
1800f5a9d	string	15	0	PartA_PrivTags
1800f5aac	string	16	0	 PartA_PrivTags
1800f5abc	string	13	0	 wilActivity
1800f5acb	string	8	0	hresult
1800f5ad4	string	9	0	fileName
1800f5ade	string	11	0	lineNumber
1800f5aea	string	7	0	module
1800f5af2	string	12	0	failureType
1800f5aff	string	8	0	message
1800f5b08	string	9	0	threadId
1800f5b12	string	12	0	callContext
1800f5b1f	string	21	0	originatingContextId
1800f5b35	string	23	0	originatingContextName
1800f5b4d	string	26	0	originatingContextMessage
1800f5b68	string	17	0	currentContextId
1800f5b7a	string	19	0	currentContextName
1800f5b8e	string	22	0	currentContextMessage
1800f5ba5	string	10	0	failureId
1800f5bb0	string	13	0	failureCount
1800f5bbe	string	9	0	function
1800f5bc8	string	12	0	ReferenceId
1800f5be4	string	33	0	EspCreateFileStreamReferenceById
1800f5c05	string	15	0	PartA_PrivTags
1800f5c14	string	13	0	 wilActivity
1800f5c23	string	9	0	threadId
1800f5c2d	string	9	0	ClientId
1800f5c37	string	11	0	VolumeGuid
1800f5c43	string	7	0	FileId
1800f5c4b	string	11	0	StreamName
1800f5c66	string	33	0	EspCreateFileStreamReferenceById
1800f5c87	string	15	0	PartA_PrivTags
1800f5c96	string	13	0	 wilActivity
1800f5ca5	string	8	0	hresult
1800f5cae	string	9	0	threadId
1800f5cc7	string	33	0	EspCreateFileStreamReferenceById
1800f5ce8	string	15	0	PartA_PrivTags
1800f5cf7	string	16	0	 PartA_PrivTags
1800f5d07	string	13	0	 wilActivity
1800f5d16	string	8	0	hresult
1800f5d1f	string	9	0	fileName
1800f5d29	string	11	0	lineNumber
1800f5d35	string	7	0	module
1800f5d3d	string	12	0	failureType
1800f5d4a	string	8	0	message
1800f5d53	string	9	0	threadId
1800f5d5d	string	12	0	callContext
1800f5d6a	string	21	0	originatingContextId
1800f5d80	string	23	0	originatingContextName
1800f5d98	string	26	0	originatingContextMessage
1800f5db3	string	17	0	currentContextId
1800f5dc5	string	19	0	currentContextName
1800f5dd9	string	22	0	currentContextMessage
1800f5df0	string	10	0	failureId
1800f5dfb	string	13	0	failureCount
1800f5e09	string	9	0	function
1800f5e22	string	35	0	EspCreateFileStreamReferenceByPath
1800f5e45	string	15	0	PartA_PrivTags
1800f5e54	string	13	0	 wilActivity
1800f5e63	string	8	0	hresult
1800f5e6c	string	9	0	threadId
1800f5e76	string	12	0	ReferenceId
1800f5e92	string	35	0	EspCreateFileStreamReferenceByPath
1800f5eb5	string	15	0	PartA_PrivTags
1800f5ec4	string	16	0	 PartA_PrivTags
1800f5ed4	string	13	0	 wilActivity
1800f5ee3	string	8	0	hresult
1800f5eec	string	9	0	fileName
1800f5ef6	string	11	0	lineNumber
1800f5f02	string	7	0	module
1800f5f0a	string	12	0	failureType
1800f5f17	string	8	0	message
1800f5f20	string	9	0	threadId
1800f5f2a	string	12	0	callContext
1800f5f37	string	21	0	originatingContextId
1800f5f4d	string	23	0	originatingContextName
1800f5f65	string	26	0	originatingContextMessage
1800f5f80	string	17	0	currentContextId
1800f5f92	string	19	0	currentContextName
1800f5fa6	string	22	0	currentContextMessage
1800f5fbd	string	10	0	failureId
1800f5fc8	string	13	0	failureCount
1800f5fd6	string	9	0	function
1800f5fe0	string	12	0	ReferenceId
1800f5ffc	string	35	0	EspCreateFileStreamReferenceByPath
1800f601f	string	15	0	PartA_PrivTags
1800f602e	string	13	0	 wilActivity
1800f603d	string	9	0	threadId
1800f6047	string	9	0	ClientId
1800f6051	string	11	0	StreamPath
1800f606c	string	35	0	EspCreateFileStreamReferenceByPath
1800f608f	string	15	0	PartA_PrivTags
1800f609e	string	13	0	 wilActivity
1800f60ad	string	8	0	hresult
1800f60b6	string	9	0	threadId
1800f60cf	string	35	0	EspCreateFileStreamReferenceByPath
1800f60f2	string	15	0	PartA_PrivTags
1800f6101	string	16	0	 PartA_PrivTags
1800f6111	string	13	0	 wilActivity
1800f6120	string	8	0	hresult
1800f6129	string	9	0	fileName
1800f6133	string	11	0	lineNumber
1800f613f	string	7	0	module
1800f6147	string	12	0	failureType
1800f6154	string	8	0	message
1800f615d	string	9	0	threadId
1800f6167	string	12	0	callContext
1800f6174	string	21	0	originatingContextId
1800f618a	string	23	0	originatingContextName
1800f61a2	string	26	0	originatingContextMessage
1800f61bd	string	17	0	currentContextId
1800f61cf	string	19	0	currentContextName
1800f61e3	string	22	0	currentContextMessage
1800f61fa	string	10	0	failureId
1800f6205	string	13	0	failureCount
1800f6213	string	9	0	function
1800f622c	string	27	0	EspCreateFileReferenceById
1800f6247	string	15	0	PartA_PrivTags
1800f6256	string	13	0	 wilActivity
1800f6265	string	8	0	hresult
1800f626e	string	9	0	threadId
1800f6278	string	12	0	ReferenceId
1800f6294	string	27	0	EspCreateFileReferenceById
1800f62af	string	15	0	PartA_PrivTags
1800f62be	string	16	0	 PartA_PrivTags
1800f62ce	string	13	0	 wilActivity
1800f62dd	string	8	0	hresult
1800f62e6	string	9	0	fileName
1800f62f0	string	11	0	lineNumber
1800f62fc	string	7	0	module
1800f6304	string	12	0	failureType
1800f6311	string	8	0	message
1800f631a	string	9	0	threadId
1800f6324	string	12	0	callContext
1800f6331	string	21	0	originatingContextId
1800f6347	string	23	0	originatingContextName
1800f635f	string	26	0	originatingContextMessage
1800f637a	string	17	0	currentContextId
1800f638c	string	19	0	currentContextName
1800f63a0	string	22	0	currentContextMessage
1800f63b7	string	10	0	failureId
1800f63c2	string	13	0	failureCount
1800f63d0	string	9	0	function
1800f63da	string	12	0	ReferenceId
1800f63f6	string	27	0	EspCreateFileReferenceById
1800f6411	string	15	0	PartA_PrivTags
1800f6420	string	13	0	 wilActivity
1800f642f	string	9	0	threadId
1800f6439	string	9	0	ClientId
1800f6443	string	11	0	VolumeGuid
1800f644f	string	7	0	FileId
1800f6466	string	27	0	EspCreateFileReferenceById
1800f6481	string	15	0	PartA_PrivTags
1800f6490	string	13	0	 wilActivity
1800f649f	string	8	0	hresult
1800f64a8	string	9	0	threadId
1800f64c1	string	27	0	EspCreateFileReferenceById
1800f64dc	string	15	0	PartA_PrivTags
1800f64eb	string	16	0	 PartA_PrivTags
1800f64fb	string	13	0	 wilActivity
1800f650a	string	8	0	hresult
1800f6513	string	9	0	fileName
1800f651d	string	11	0	lineNumber
1800f6529	string	7	0	module
1800f6531	string	12	0	failureType
1800f653e	string	8	0	message
1800f6547	string	9	0	threadId
1800f6551	string	12	0	callContext
1800f655e	string	21	0	originatingContextId
1800f6574	string	23	0	originatingContextName
1800f658c	string	26	0	originatingContextMessage
1800f65a7	string	17	0	currentContextId
1800f65b9	string	19	0	currentContextName
1800f65cd	string	22	0	currentContextMessage
1800f65e4	string	10	0	failureId
1800f65ef	string	13	0	failureCount
1800f65fd	string	9	0	function
1800f6616	string	29	0	EspCreateFileReferenceByPath
1800f6633	string	15	0	PartA_PrivTags
1800f6642	string	13	0	 wilActivity
1800f6651	string	8	0	hresult
1800f665a	string	9	0	threadId
1800f6664	string	12	0	ReferenceId
1800f6680	string	29	0	EspCreateFileReferenceByPath
1800f669d	string	15	0	PartA_PrivTags
1800f66ac	string	16	0	 PartA_PrivTags
1800f66bc	string	13	0	 wilActivity
1800f66cb	string	8	0	hresult
1800f66d4	string	9	0	fileName
1800f66de	string	11	0	lineNumber
1800f66ea	string	7	0	module
1800f66f2	string	12	0	failureType
1800f66ff	string	8	0	message
1800f6708	string	9	0	threadId
1800f6712	string	12	0	callContext
1800f671f	string	21	0	originatingContextId
1800f6735	string	23	0	originatingContextName
1800f674d	string	26	0	originatingContextMessage
1800f6768	string	17	0	currentContextId
1800f677a	string	19	0	currentContextName
1800f678e	string	22	0	currentContextMessage
1800f67a5	string	10	0	failureId
1800f67b0	string	13	0	failureCount
1800f67be	string	9	0	function
1800f67c8	string	12	0	ReferenceId
1800f67e4	string	29	0	EspCreateFileReferenceByPath
1800f6801	string	15	0	PartA_PrivTags
1800f6810	string	13	0	 wilActivity
1800f681f	string	9	0	threadId
1800f6829	string	9	0	ClientId
1800f6833	string	9	0	FilePath
1800f684c	string	29	0	EspCreateFileReferenceByPath
1800f6869	string	15	0	PartA_PrivTags
1800f6878	string	13	0	 wilActivity
1800f6887	string	8	0	hresult
1800f6890	string	9	0	threadId
1800f68a9	string	29	0	EspCreateFileReferenceByPath
1800f68c6	string	15	0	PartA_PrivTags
1800f68d5	string	16	0	 PartA_PrivTags
1800f68e5	string	13	0	 wilActivity
1800f68f4	string	8	0	hresult
1800f68fd	string	9	0	fileName
1800f6907	string	11	0	lineNumber
1800f6913	string	7	0	module
1800f691b	string	12	0	failureType
1800f6928	string	8	0	message
1800f6931	string	9	0	threadId
1800f693b	string	12	0	callContext
1800f6948	string	21	0	originatingContextId
1800f695e	string	23	0	originatingContextName
1800f6976	string	26	0	originatingContextMessage
1800f6991	string	17	0	currentContextId
1800f69a3	string	19	0	currentContextName
1800f69b7	string	22	0	currentContextMessage
1800f69ce	string	10	0	failureId
1800f69d9	string	13	0	failureCount
1800f69e7	string	9	0	function
1800f6a00	string	30	0	EspCreateThreadTokenReference
1800f6a1e	string	15	0	PartA_PrivTags
1800f6a2d	string	13	0	 wilActivity
1800f6a3c	string	8	0	hresult
1800f6a45	string	9	0	threadId
1800f6a4f	string	12	0	ReferenceId
1800f6a6b	string	30	0	EspCreateThreadTokenReference
1800f6a89	string	15	0	PartA_PrivTags
1800f6a98	string	16	0	 PartA_PrivTags
1800f6aa8	string	13	0	 wilActivity
1800f6ab7	string	8	0	hresult
1800f6ac0	string	9	0	fileName
1800f6aca	string	11	0	lineNumber
1800f6ad6	string	7	0	module
1800f6ade	string	12	0	failureType
1800f6aeb	string	8	0	message
1800f6af4	string	9	0	threadId
1800f6afe	string	12	0	callContext
1800f6b0b	string	21	0	originatingContextId
1800f6b21	string	23	0	originatingContextName
1800f6b39	string	26	0	originatingContextMessage
1800f6b54	string	17	0	currentContextId
1800f6b66	string	19	0	currentContextName
1800f6b7a	string	22	0	currentContextMessage
1800f6b91	string	10	0	failureId
1800f6b9c	string	13	0	failureCount
1800f6baa	string	9	0	function
1800f6bb4	string	12	0	ReferenceId
1800f6bd0	string	30	0	EspCreateThreadTokenReference
1800f6bee	string	15	0	PartA_PrivTags
1800f6bfd	string	13	0	 wilActivity
1800f6c0c	string	9	0	threadId
1800f6c16	string	9	0	ClientId
1800f6c20	string	9	0	ThreadId
1800f6c39	string	30	0	EspCreateThreadTokenReference
1800f6c57	string	15	0	PartA_PrivTags
1800f6c66	string	13	0	 wilActivity
1800f6c75	string	8	0	hresult
1800f6c7e	string	9	0	threadId
1800f6c97	string	30	0	EspCreateThreadTokenReference
1800f6cb5	string	15	0	PartA_PrivTags
1800f6cc4	string	16	0	 PartA_PrivTags
1800f6cd4	string	13	0	 wilActivity
1800f6ce3	string	8	0	hresult
1800f6cec	string	9	0	fileName
1800f6cf6	string	11	0	lineNumber
1800f6d02	string	7	0	module
1800f6d0a	string	12	0	failureType
1800f6d17	string	8	0	message
1800f6d20	string	9	0	threadId
1800f6d2a	string	12	0	callContext
1800f6d37	string	21	0	originatingContextId
1800f6d4d	string	23	0	originatingContextName
1800f6d65	string	26	0	originatingContextMessage
1800f6d80	string	17	0	currentContextId
1800f6d92	string	19	0	currentContextName
1800f6da6	string	22	0	currentContextMessage
1800f6dbd	string	10	0	failureId
1800f6dc8	string	13	0	failureCount
1800f6dd6	string	9	0	function
1800f6def	string	31	0	EspCreateProcessTokenReference
1800f6e0e	string	15	0	PartA_PrivTags
1800f6e1d	string	13	0	 wilActivity
1800f6e2c	string	8	0	hresult
1800f6e35	string	9	0	threadId
1800f6e3f	string	12	0	ReferenceId
1800f6e5b	string	31	0	EspCreateProcessTokenReference
1800f6e7a	string	15	0	PartA_PrivTags
1800f6e89	string	16	0	 PartA_PrivTags
1800f6e99	string	13	0	 wilActivity
1800f6ea8	string	8	0	hresult
1800f6eb1	string	9	0	fileName
1800f6ebb	string	11	0	lineNumber
1800f6ec7	string	7	0	module
1800f6ecf	string	12	0	failureType
1800f6edc	string	8	0	message
1800f6ee5	string	9	0	threadId
1800f6eef	string	12	0	callContext
1800f6efc	string	21	0	originatingContextId
1800f6f12	string	23	0	originatingContextName
1800f6f2a	string	26	0	originatingContextMessage
1800f6f45	string	17	0	currentContextId
1800f6f57	string	19	0	currentContextName
1800f6f6b	string	22	0	currentContextMessage
1800f6f82	string	10	0	failureId
1800f6f8d	string	13	0	failureCount
1800f6f9b	string	9	0	function
1800f6fa5	string	12	0	ReferenceId
1800f6fc1	string	31	0	EspCreateProcessTokenReference
1800f6fe0	string	15	0	PartA_PrivTags
1800f6fef	string	13	0	 wilActivity
1800f6ffe	string	9	0	threadId
1800f7008	string	9	0	ClientId
1800f7012	string	10	0	ProcessId
1800f702c	string	31	0	EspCreateProcessTokenReference
1800f704b	string	15	0	PartA_PrivTags
1800f705a	string	13	0	 wilActivity
1800f7069	string	8	0	hresult
1800f7072	string	9	0	threadId
1800f708b	string	31	0	EspCreateProcessTokenReference
1800f70aa	string	15	0	PartA_PrivTags
1800f70b9	string	16	0	 PartA_PrivTags
1800f70c9	string	13	0	 wilActivity
1800f70d8	string	8	0	hresult
1800f70e1	string	9	0	fileName
1800f70eb	string	11	0	lineNumber
1800f70f7	string	7	0	module
1800f70ff	string	12	0	failureType
1800f710c	string	8	0	message
1800f7115	string	9	0	threadId
1800f711f	string	12	0	callContext
1800f712c	string	21	0	originatingContextId
1800f7142	string	23	0	originatingContextName
1800f715a	string	26	0	originatingContextMessage
1800f7175	string	17	0	currentContextId
1800f7187	string	19	0	currentContextName
1800f719b	string	22	0	currentContextMessage
1800f71b2	string	10	0	failureId
1800f71bd	string	13	0	failureCount
1800f71cb	string	9	0	function
1800f71e4	string	26	0	EspCreateProcessReference
1800f71fe	string	15	0	PartA_PrivTags
1800f720d	string	13	0	 wilActivity
1800f721c	string	8	0	hresult
1800f7225	string	9	0	threadId
1800f722f	string	12	0	ReferenceId
1800f724b	string	26	0	EspCreateProcessReference
1800f7265	string	15	0	PartA_PrivTags
1800f7274	string	16	0	 PartA_PrivTags
1800f7284	string	13	0	 wilActivity
1800f7293	string	8	0	hresult
1800f729c	string	9	0	fileName
1800f72a6	string	11	0	lineNumber
1800f72b2	string	7	0	module
1800f72ba	string	12	0	failureType
1800f72c7	string	8	0	message
1800f72d0	string	9	0	threadId
1800f72da	string	12	0	callContext
1800f72e7	string	21	0	originatingContextId
1800f72fd	string	23	0	originatingContextName
1800f7315	string	26	0	originatingContextMessage
1800f7330	string	17	0	currentContextId
1800f7342	string	19	0	currentContextName
1800f7356	string	22	0	currentContextMessage
1800f736d	string	10	0	failureId
1800f7378	string	13	0	failureCount
1800f7386	string	9	0	function
1800f7390	string	12	0	ReferenceId
1800f73ac	string	26	0	EspCreateProcessReference
1800f73c6	string	15	0	PartA_PrivTags
1800f73d5	string	13	0	 wilActivity
1800f73e4	string	9	0	threadId
1800f73ee	string	9	0	ClientId
1800f73f8	string	10	0	ProcessId
1800f7412	string	26	0	EspCreateProcessReference
1800f742c	string	15	0	PartA_PrivTags
1800f743b	string	13	0	 wilActivity
1800f744a	string	8	0	hresult
1800f7453	string	9	0	threadId
1800f746c	string	26	0	EspCreateProcessReference
1800f7486	string	15	0	PartA_PrivTags
1800f7495	string	16	0	 PartA_PrivTags
1800f74a5	string	13	0	 wilActivity
1800f74b4	string	8	0	hresult
1800f74bd	string	9	0	fileName
1800f74c7	string	11	0	lineNumber
1800f74d3	string	7	0	module
1800f74db	string	12	0	failureType
1800f74e8	string	8	0	message
1800f74f1	string	9	0	threadId
1800f74fb	string	12	0	callContext
1800f7508	string	21	0	originatingContextId
1800f751e	string	23	0	originatingContextName
1800f7536	string	26	0	originatingContextMessage
1800f7551	string	17	0	currentContextId
1800f7563	string	19	0	currentContextName
1800f7577	string	22	0	currentContextMessage
1800f758e	string	10	0	failureId
1800f7599	string	13	0	failureCount
1800f75a7	string	9	0	function
1800f75c0	string	25	0	EspCreateThreadReference
1800f75d9	string	15	0	PartA_PrivTags
1800f75e8	string	13	0	 wilActivity
1800f75f7	string	8	0	hresult
1800f7600	string	9	0	threadId
1800f760a	string	12	0	ReferenceId
1800f7626	string	25	0	EspCreateThreadReference
1800f763f	string	15	0	PartA_PrivTags
1800f764e	string	16	0	 PartA_PrivTags
1800f765e	string	13	0	 wilActivity
