address	name	signature
EXTERNAL:00000105	NTOSKRNL.EXE::ExAcquireResourceExclusiveLite	undefined ExAcquireResourceExclusiveLite(void)
EXTERNAL:00000106	NTOSKRNL.EXE::IoBuildDeviceIoControlRequest	undefined IoBuildDeviceIoControlRequest(void)
EXTERNAL:00000107	NTOSKRNL.EXE::IoBuildSynchronousFsdRequest	undefined IoBuildSynchronousFsdRequest(void)
EXTERNAL:00000108	NTOSKRNL.EXE::IofCallDriver	undefined IofCallDriver(void)
EXTERNAL:00000109	NTOSKRNL.EXE::IoGetDevicePropertyData	undefined IoGetDevicePropertyData(void)
EXTERNAL:0000010a	NTOSKRNL.EXE::IoVolumeDeviceToDosName	undefined IoVolumeDeviceToDosName(void)
EXTERNAL:0000010b	NTOSKRNL.EXE::KeIsExecutingDpc	undefined KeIsExecutingDpc(void)
EXTERNAL:0000010c	NTOSKRNL.EXE::ExpInterlockedPopEntrySList	undefined ExpInterlockedPopEntrySList(void)
EXTERNAL:0000010d	NTOSKRNL.EXE::ExpInterlockedPushEntrySList	undefined ExpInterlockedPushEntrySList(void)
EXTERNAL:0000010e	NTOSKRNL.EXE::ExAllocateFromNPagedLookasideList	undefined ExAllocateFromNPagedLookasideList(void)
EXTERNAL:0000010f	NTOSKRNL.EXE::ExFreeToNPagedLookasideList	undefined ExFreeToNPagedLookasideList(void)
EXTERNAL:00000110	NTOSKRNL.EXE::RtlStringFromGUID	undefined RtlStringFromGUID(void)
EXTERNAL:00000111	NTOSKRNL.EXE::RtlCompareMemory	undefined RtlCompareMemory(void)
EXTERNAL:00000113	NTOSKRNL.EXE::IoGetAttachedDeviceReference	undefined IoGetAttachedDeviceReference(void)
EXTERNAL:00000114	NTOSKRNL.EXE::ProbeForRead	undefined ProbeForRead(void)
EXTERNAL:00000115	NTOSKRNL.EXE::__C_specific_handler	EXCEPTION_DISPOSITION __C_specific_handler(_EXCEPTION_RECORD * ExceptionRecord, void * EstablisherFrame, _CONTEXT * ContextRecord, _DISPATCHER_CONTEXT * DispatcherContext)
EXTERNAL:00000116	HAL.DLL::KeQueryPerformanceCounter	undefined KeQueryPerformanceCounter(void)
