address	type	length	references	value
18041f4c0	TerminatedCString	27	1	EspFsHandleLoopbackEaQuery
18041f4db	TerminatedCString	30	1	EspFsInstanceTeardownComplete
18041f4f9	TerminatedCString	34	1	EspFsKtmTransactionContextDeleted
18041f51b	TerminatedCString	24	1	EspFsMailslotPostCreate
18041f533	TerminatedCString	23	1	EspFsMailslotPreCreate
18041f54a	TerminatedCString	20	1	EspFsPipePostCreate
18041f55e	TerminatedCString	19	1	EspFsPipePreCreate
18041f571	TerminatedCString	23	1	EspFsSectionPostCreate
18041f588	TerminatedCString	22	1	EspFsSectionPreCreate
18041f59e	TerminatedCString	24	1	EspFsVolumePostDismount
18041f5b6	TerminatedCString	21	1	EspFsVolumePostMount
18041f5cb	TerminatedCString	23	1	EspFsVolumePreDismount
18041f5e2	TerminatedCString	20	1	EspFsVolumePreMount
18041f5f6	TerminatedCString	28	1	EspKtmTransactionPostCommit
18041f612	TerminatedCString	30	1	EspKtmTransactionPostRollback
18041f630	TerminatedCString	27	1	EspKtmTransactionPreCommit
18041f64b	TerminatedCString	29	1	EspKtmTransactionPreRollback
18041f668	TerminatedCString	22	1	EspfsRemoveFileObject
18041f67e	TerminatedCString	19	1	__CxxFrameHandler3
18041f691	TerminatedCString	19	1	__CxxFrameHandler4
18041f6a4	TerminatedCString	21	1	__GSHandlerCheck_EH4
18041f6b9	TerminatedCString	9	1	_fltused
18042170a	TerminatedCString	26	0	FltCloseCommunicationPort
180421726	TerminatedCString	20	0	FltUnregisterFilter
18042173c	TerminatedCString	18	0	FltStartFiltering
180421750	TerminatedCString	24	0	FltQueryInformationFile
18042176a	TerminatedCString	17	0	FltFsControlFile
18042177e	TerminatedCString	32	0	FltGetFileNameInformationUnsafe
1804217a0	TerminatedCString	28	0	FltParseFileNameInformation
1804217be	TerminatedCString	32	0	FltReferenceFileNameInformation
1804217e0	TerminatedCString	30	0	FltReleaseFileNameInformation
180421800	TerminatedCString	21	0	FltGetFileSystemType
180421818	TerminatedCString	26	0	FltGetFileNameInformation
180421834	TerminatedCString	25	0	FltGetVolumeFromInstance
180421850	TerminatedCString	9	0	FltClose
18042185c	TerminatedCString	15	0	FltIsDirectory
18042186e	TerminatedCString	23	0	FltQuerySecurityObject
180421888	TerminatedCString	15	0	FltQueryEaFile
18042189a	TerminatedCString	23	0	FltGetRequestorProcess
1804218b4	TerminatedCString	21	0	FltGetIoPriorityHint
1804218cc	TerminatedCString	30	0	FltGetEcpListFromCallbackData
1804218ec	TerminatedCString	24	0	FltSetCallbackDataDirty
180421906	TerminatedCString	19	0	FltCloseClientPort
18042191c	TerminatedCString	21	0	FltObjectDereference
180421934	TerminatedCString	34	0	FltBuildDefaultSecurityDescriptor
180421958	TerminatedCString	27	0	FltCreateCommunicationPort
180421976	TerminatedCString	26	0	FltFreeSecurityDescriptor
180421992	TerminatedCString	18	0	FltRegisterFilter
1804219a6	TerminatedCString	28	0	FltFindExtraCreateParameter
1804219c4	TerminatedCString	21	0	FltIsEcpFromUserMode
1804219dc	TerminatedCString	21	0	FltGetVolumeGuidName
1804219f4	TerminatedCString	17	0	FltGetVolumeName
180421a08	TerminatedCString	23	0	FltGetVolumeProperties
180421a22	TerminatedCString	26	0	FltQueryVolumeInformation
180421a3e	TerminatedCString	20	0	FltIsVolumeSnapshot
180421a54	TerminatedCString	19	0	FltObjectReference
180421a6a	TerminatedCString	23	0	FltGetDiskDeviceObject
180421a84	TerminatedCString	20	0	FltIsVolumeWritable
180421a9a	TerminatedCString	15	0	FltSendMessage
180421aac	TerminatedCString	31	0	FltGetNextExtraCreateParameter
180421acc	TerminatedCString	11	0	FLTMGR.SYS
180421ada	TerminatedCString	17	0	EtwWriteTransfer
180421aee	TerminatedCString	31	0	PsRemoveLoadImageNotifyRoutine
180421b10	TerminatedCString	34	0	PsRemoveCreateThreadNotifyRoutine
180421b34	TerminatedCString	35	0	PsSetCreateProcessNotifyRoutineEx2
180421b5a	TerminatedCString	22	0	ObUnRegisterCallbacks
180421b72	TerminatedCString	8	0	ZwClose
180421b7c	TerminatedCString	21	0	CmUnRegisterCallback
180421b94	TerminatedCString	11	0	ExFreePool
180421ba2	TerminatedCString	14	0	EtwUnregister
180421bb2	TerminatedCString	34	0	ExWaitForRundownProtectionRelease
180421bd6	TerminatedCString	19	0	ExRundownCompleted
180421bec	TerminatedCString	28	0	ExUnsubscribeWnfStateChange
180421c0a	TerminatedCString	13	0	KeBugCheckEx
180421c1a	TerminatedCString	17	0	InitSafeBootMode
180421c2e	TerminatedCString	29	0	RtlQueryFeatureConfiguration
180421c4e	TerminatedCString	30	0	ExInitializeRundownProtection
180421c6e	TerminatedCString	29	0	ExUnblockOnAddressPushLockEx
180421c8e	TerminatedCString	25	0	ExBlockOnAddressPushLock
180421caa	TerminatedCString	12	0	EtwRegister
180421cb8	TerminatedCString	18	0	EtwSetInformation
180421ccc	TerminatedCString	21	0	EtwActivityIdControl
180421ce4	TerminatedCString	10	0	ZwOpenKey
180421cf0	TerminatedCString	21	0	ExInitializePushLock
180421d08	TerminatedCString	16	0	ExAllocatePool2
180421d1a	TerminatedCString	12	0	ZwCreateKey
180421d28	TerminatedCString	28	0	ExInitializeLookasideListEx
180421d46	TerminatedCString	24	0	ExDeleteLookasideListEx
180421d60	TerminatedCString	21	0	ObfDereferenceObject
180421d78	TerminatedCString	27	0	ExReleaseRundownProtection
180421d96	TerminatedCString	26	0	ExSubscribeWnfStateChange
180421db2	TerminatedCString	20	0	ExQueryWnfStateData
180421dc8	TerminatedCString	16	0	ZwQueryValueKey
180421dda	TerminatedCString	22	0	KeEnterCriticalRegion
180421df2	TerminatedCString	26	0	ExAcquirePushLockSharedEx
180421e0e	TerminatedCString	26	0	ExReleasePushLockSharedEx
180421e2a	TerminatedCString	22	0	KeLeaveCriticalRegion
180421e42	TerminatedCString	29	0	ExAcquirePushLockExclusiveEx
180421e62	TerminatedCString	29	0	ExReleasePushLockExclusiveEx
180421e82	TerminatedCString	22	0	KeWaitForSingleObject
180421e9a	TerminatedCString	18	0	KeInitializeEvent
180421eae	TerminatedCString	22	0	ZwQuerySecurityObject
180421ec6	TerminatedCString	17	0	KeGetCurrentIrql
180421eda	TerminatedCString	17	0	IoGetTopLevelIrp
180421eee	TerminatedCString	21	0	KeAreAllApcsDisabled
180421f06	TerminatedCString	19	0	ObfReferenceObject
180421f1c	TerminatedCString	21	0	PsCreateSystemThread
180421f34	TerminatedCString	22	0	ZwWaitForSingleObject
180421f4c	TerminatedCString	24	0	IoCheckEaBufferValidity
180421f66	TerminatedCString	20	0	IoGetCurrentProcess
180421f7c	TerminatedCString	28	0	RtlLengthSecurityDescriptor
180421f9a	TerminatedCString	24	0	PsTerminateSystemThread
180421fb4	TerminatedCString	22	0	ObOpenObjectByPointer
180421fcc	TerminatedCString	18	0	ZwOpenTransaction
180421fe0	TerminatedCString	30	0	ZwQueryInformationTransaction
180422000	TerminatedCString	12	0	RtlValidSid
18042200e	TerminatedCString	13	0	RtlLengthSid
18042201e	TerminatedCString	11	0	KeSetEvent
18042202c	TerminatedCString	18	0	ObQueryNameString
180422040	TerminatedCString	24	0	ZwQueryInformationToken
18042205a	TerminatedCString	24	0	RtlSubAuthorityCountSid
180422074	TerminatedCString	19	0	RtlSubAuthoritySid
18042208a	TerminatedCString	21	0	PsGetCurrentThreadId
1804220a2	TerminatedCString	25	0	PsLookupThreadByThreadId
1804220be	TerminatedCString	21	0	ZwQueryVirtualMemory
1804220d6	TerminatedCString	26	0	ZwQueryInformationProcess
1804220f2	TerminatedCString	27	0	ExAcquireRundownProtection
180422110	TerminatedCString	24	0	PsReferencePrimaryToken
18042212a	TerminatedCString	25	0	ZwQuerySystemInformation
180422146	TerminatedCString	20	0	RtlCompareAltitudes
18042215c	TerminatedCString	32	0	ExReInitializeRundownProtection
18042217e	TerminatedCString	18	0	ExGetPreviousMode
180422192	TerminatedCString	17	0	IoGetStackLimits
1804221a6	TerminatedCString	32	0	KeExpandKernelStackAndCalloutEx
1804221c8	TerminatedCString	35	0	RtlValidRelativeSecurityDescriptor
1804221ee	TerminatedCString	12	0	RtlRandomEx
1804221fc	TerminatedCString	25	0	MmUnmapViewInSystemSpace
180422218	TerminatedCString	24	0	ExFreeToLookasideListEx
180422232	TerminatedCString	12	0	ZwOpenEvent
180422240	TerminatedCString	11	0	ZwSetEvent
18042224e	TerminatedCString	14	0	ZwOpenSection
18042225e	TerminatedCString	26	0	ObReferenceObjectByHandle
18042227a	TerminatedCString	23	0	MmMapViewInSystemSpace
180422294	TerminatedCString	30	0	ExAllocateFromLookasideListEx
1804222b4	TerminatedCString	21	0	CmRegisterCallbackEx
1804222cc	TerminatedCString	17	0	IoFileObjectType
1804222e0	TerminatedCString	14	0	PsProcessType
1804222f0	TerminatedCString	13	0	PsThreadType
180422300	TerminatedCString	20	0	ExDesktopObjectType
180422316	TerminatedCString	20	0	ObRegisterCallbacks
18042232c	TerminatedCString	21	0	PsGetProcessStartKey
180422344	TerminatedCString	33	0	PsSetCreateThreadNotifyRoutineEx
180422368	TerminatedCString	30	0	PsSetLoadImageNotifyRoutineEx
180422388	TerminatedCString	27	0	PsLookupProcessByProcessId
1804223a6	TerminatedCString	15	0	PsGetProcessId
1804223b8	TerminatedCString	22	0	PsGetCurrentProcessId
1804223d0	TerminatedCString	22	0	PsGetThreadCreateTime
1804223e8	TerminatedCString	22	0	PsGetThreadServerSilo
180422400	TerminatedCString	13	0	PsIsHostSilo
180422410	TerminatedCString	22	0	CmGetBoundTransaction
180422428	TerminatedCString	17	0	PsIsSystemThread
18042243c	TerminatedCString	27	0	CmCallbackGetKeyObjectIDEx
18042245a	TerminatedCString	14	0	PsGetThreadId
18042246a	TerminatedCString	30	0	ZwRollbackRegistryTransaction
18042248a	TerminatedCString	28	0	ZwCreateRegistryTransaction
1804224a8	TerminatedCString	22	0	PsGetThreadExitStatus
1804224c0	TerminatedCString	28	0	ZwCommitRegistryTransaction
1804224de	TerminatedCString	14	0	ZwSetValueKey
1804224ee	TerminatedCString	18	0	RtlGUIDFromString
180422502	TerminatedCString	11	0	ZwQueryKey
180422510	TerminatedCString	31	0	CmCallbackReleaseKeyObjectIDEx
180422532	TerminatedCString	31	0	ObDereferenceObjectDeferDelete
180422554	TerminatedCString	31	0	IoGetTransactionParameterBlock
180422576	TerminatedCString	36	0	IoCheckFileObjectOpenedAsCopySource
18042259c	TerminatedCString	18	0	FsRtlIsPagingFile
1804225b0	TerminatedCString	41	0	IoCheckFileObjectOpenedAsCopyDestination
1804225dc	TerminatedCString	30	0	IoIsFileObjectIgnoringSharing
1804225fc	TerminatedCString	24	0	FsRtlIsSystemPagingFile
180422616	TerminatedCString	10	0	IoGetSilo
180422622	TerminatedCString	37	0	MmDoesFileHaveUserWritableReferences
18042264a	TerminatedCString	23	0	PsGetProcessExitStatus
180422664	TerminatedCString	25	0	RtlDowncaseUnicodeString
180422680	TerminatedCString	30	0	PsReferenceImpersonationToken
1804226a0	TerminatedCString	27	0	CmSetCallbackObjectContext
1804226be	TerminatedCString	30	0	PsReferenceProcessFilePointer
1804226de	TerminatedCString	41	0	PsGetProcessInheritedFromUniqueProcessId
18042270a	TerminatedCString	23	0	PsInitialSystemProcess
180422724	TerminatedCString	27	0	PsGetProcessSignatureLevel
180422742	TerminatedCString	22	0	PsGetProcessSessionId
18042275a	TerminatedCString	31	0	PsGetProcessCreateTimeQuadPart
18042277c	TerminatedCString	20	0	PsGetProcessMachine
180422792	TerminatedCString	26	0	RtlIntegerToUnicodeString
1804227ae	TerminatedCString	22	0	ZwCreateKeyTransacted
1804227c6	TerminatedCString	17	0	ZwDeleteValueKey
1804227da	TerminatedCString	9	0	__chkstk
1804227e6	TerminatedCString	18	0	IoThreadToProcess
1804227fa	TerminatedCString	25	0	ZwQueryInformationThread
180422816	TerminatedCString	25	0	ZwOpenSymbolicLinkObject
180422832	TerminatedCString	26	0	ZwQuerySymbolicLinkObject
18042284e	TerminatedCString	24	0	RtlQueryPackageIdentity
180422868	TerminatedCString	12	0	RtlEqualSid
180422876	TerminatedCString	24	0	RtlCompareUnicodeString
180422890	TerminatedCString	30	0	RtlGetGroupSecurityDescriptor
1804228b0	TerminatedCString	30	0	RtlGetOwnerSecurityDescriptor
1804228d0	TerminatedCString	15	0	ZwEnumerateKey
1804228e2	TerminatedCString	20	0	ZwOpenKeyTransacted
1804228f8	TerminatedCString	12	0	ZwDeleteKey
180422904	TerminatedCString	13	0	ntoskrnl.exe
180422914	TerminatedCString	26	0	KeQueryPerformanceCounter
18042292e	TerminatedCString	8	0	HAL.dll
180422938	TerminatedCString	21	0	FltGetRoutineAddress
180422950	TerminatedCString	41	0	FltInitExtraCreateParameterLookasideList
18042297c	TerminatedCString	43	0	FltDeleteExtraCreateParameterLookasideList
1804229aa	TerminatedCString	17	0	FltCreateFileEx2
1804229be	TerminatedCString	14	0	FltOpenVolume
1804229ce	TerminatedCString	36	0	FltAllocateExtraCreateParameterList
1804229f4	TerminatedCString	49	0	FltAllocateExtraCreateParameterFromLookasideList
180422a28	TerminatedCString	30	0	FltInsertExtraCreateParameter
180422a48	TerminatedCString	32	0	FltFreeExtraCreateParameterList
180422a6a	TerminatedCString	28	0	FltFreeExtraCreateParameter
180422a88	TerminatedCString	19	0	FltAllocateContext
180422a9e	TerminatedCString	22	0	FltSetInstanceContext
180422ab6	TerminatedCString	20	0	FltSetStreamContext
180422acc	TerminatedCString	26	0	FltSetStreamHandleContext
180422ae8	TerminatedCString	22	0	FltGetInstanceContext
180422b00	TerminatedCString	20	0	FltGetStreamContext
180422b16	TerminatedCString	20	0	FltReferenceContext
180422b2c	TerminatedCString	18	0	FltReleaseContext
180422b40	TerminatedCString	27	0	FltAllocateGenericWorkItem
180422b5e	TerminatedCString	23	0	FltFreeGenericWorkItem
180422b78	TerminatedCString	22	0	FltInitializePushLock
180422b90	TerminatedCString	18	0	FltDeletePushLock
180422ba4	TerminatedCString	18	0	FltCancelFileOpen
180422bb8	TerminatedCString	26	0	FltSupportsStreamContexts
180422bd4	TerminatedCString	32	0	FltSupportsStreamHandleContexts
180422bf6	TerminatedCString	26	0	FltGetStreamHandleContext
180422c12	TerminatedCString	25	0	FltAcquirePushLockShared
180422c2e	TerminatedCString	19	0	FltReleasePushLock
180422c44	TerminatedCString	18	0	FltAcknowledgeEcp
180422c58	TerminatedCString	34	0	FltDoCompletionProcessingWhenSafe
180422c7c	TerminatedCString	24	0	FltQueueGenericWorkItem
180422c96	TerminatedCString	26	0	FltIsOperationSynchronous
180422cb2	TerminatedCString	17	0	FltParseFileName
180422cc6	TerminatedCString	29	0	FltDeleteStreamHandleContext
180422ce6	TerminatedCString	25	0	FltSetTransactionContext
180422d02	TerminatedCString	17	0	FltDeleteContext
180422d16	TerminatedCString	25	0	FltGetTransactionContext
180422d32	TerminatedCString	25	0	FltGetFilterFromInstance
180422d4e	TerminatedCString	28	0	FltAcquirePushLockExclusive
180422d6c	TerminatedCString	18	0	FltIs32bitProcess
180422d80	TerminatedCString	23	0	FltEnlistInTransaction
180422d9a	TerminatedCString	21	0	FltGetVolumeFromName
180422db2	TerminatedCString	29	0	FltGetVolumeInstanceFromName
180422dd2	TerminatedCString	27	0	FltGetVolumeFromFileObject
180422df0	TerminatedCString	21	0	RtlInitUnicodeString
180422e08	TerminatedCString	26	0	MmGetSystemRoutineAddress
180422e24	TerminatedCString	20	0	VerSetConditionMask
180422e3a	TerminatedCString	14	0	RtlGetVersion
180422e4a	TerminatedCString	21	0	RtlVerifyVersionInfo
180422e62	TerminatedCString	18	0	ExFreePoolWithTag
180422e76	TerminatedCString	32	0	ExInitializeNPagedLookasideList
180422e98	TerminatedCString	28	0	ExDeleteNPagedLookasideList
180422eb6	TerminatedCString	31	0	ExInitializePagedLookasideList
180422ed8	TerminatedCString	27	0	ExDeletePagedLookasideList
180422ef6	TerminatedCString	25	0	ExInitializeResourceLite
180422f12	TerminatedCString	28	0	ExAcquireResourceSharedLite
180422f30	TerminatedCString	22	0	ExReleaseResourceLite
180422f48	TerminatedCString	21	0	ExDeleteResourceLite
180422f60	TerminatedCString	29	0	MmIsDriverVerifyingByAddress
180422f80	TerminatedCString	31	0	RtlAppendUnicodeStringToString
180422fa2	TerminatedCString	25	0	RtlAppendUnicodeToString
180422fbe	TerminatedCString	28	0	KdRefreshDebuggerNotPresent
180422fdc	TerminatedCString	22	0	ExAllocatePoolWithTag
180422ff4	TerminatedCString	29	0	MmMapLockedPagesSpecifyCache
180423014	TerminatedCString	11	0	KeBugCheck
180423022	TerminatedCString	11	0	RtlCopySid
180423030	TerminatedCString	24	0	SeQueryInformationToken
18042304a	TerminatedCString	32	0	PsDereferenceImpersonationToken
18042306c	TerminatedCString	18	0	RtlInitAnsiString
180423080	TerminatedCString	29	0	RtlAnsiStringToUnicodeString
1804230a0	TerminatedCString	22	0	RtlEqualUnicodeString
1804230b8	TerminatedCString	21	0	RtlFreeUnicodeString
1804230d0	TerminatedCString	20	0	InitializeSListHead
1804230e6	TerminatedCString	33	0	ExAllocateFromPagedLookasideList
18042310a	TerminatedCString	27	0	ExFreeToPagedLookasideList
180423128	TerminatedCString	31	0	ExAcquireResourceExclusiveLite
18042314a	TerminatedCString	30	0	IoBuildDeviceIoControlRequest
18042316a	TerminatedCString	29	0	IoBuildSynchronousFsdRequest
18042318a	TerminatedCString	14	0	IofCallDriver
18042319a	TerminatedCString	24	0	IoGetDevicePropertyData
1804231b4	TerminatedCString	24	0	IoVolumeDeviceToDosName
1804231ce	TerminatedCString	17	0	KeIsExecutingDpc
1804231e2	TerminatedCString	28	0	ExpInterlockedPopEntrySList
180423200	TerminatedCString	29	0	ExpInterlockedPushEntrySList
180423220	TerminatedCString	34	0	ExAllocateFromNPagedLookasideList
180423244	TerminatedCString	28	0	ExFreeToNPagedLookasideList
180423262	TerminatedCString	18	0	RtlStringFromGUID
180423276	TerminatedCString	17	0	RtlCompareMemory
18042328a	TerminatedCString	24	0	TmTransactionObjectType
1804232a4	TerminatedCString	29	0	IoGetAttachedDeviceReference
1804232c4	TerminatedCString	13	0	ProbeForRead
1804232d4	TerminatedCString	14	0	ProbeForWrite
1804232e4	TerminatedCString	21	0	__C_specific_handler
1804240c2	TerminatedUnicode	30	0	StringFileInfo
1804240e6	TerminatedUnicode	18	0	040904B0
1804240fe	TerminatedUnicode	24	0	CompanyName
180424118	TerminatedUnicode	44	0	Microsoft Corporation
18042414a	TerminatedUnicode	32	0	FileDescription
18042416c	TerminatedUnicode	84	0	Windows Endpoint Security Platform Driver
1804241c6	TerminatedUnicode	24	0	FileVersion
1804241e0	TerminatedUnicode	32	0	0.1.0.156346177
180424206	TerminatedUnicode	26	0	InternalName
180424220	TerminatedUnicode	18	0	wesp.sys
18042423a	TerminatedUnicode	30	0	LegalCopyright
180424258	TerminatedUnicode	92	0	© Microsoft Corporation. All rights reserved.
1804242ba	TerminatedUnicode	34	0	OriginalFilename
1804242dc	TerminatedUnicode	18	0	wesp.sys
1804242f6	TerminatedUnicode	24	0	ProductName
180424310	TerminatedUnicode	70	0	Windows Endpoint Security Platform
18042435e	TerminatedUnicode	30	0	ProductVersion
18042437c	TerminatedUnicode	50	0	0.1.0.156346177+c3490e8c
1804243b6	TerminatedUnicode	24	0	VarFileInfo
1804243d6	TerminatedUnicode	24	0	Translation
ff000002d0	uchar[24]	24	0	
ff000002ee	uchar[2]	2	0	
ff00001268	wchar16[261]	522	0	
ff00001710	GUID	16	0	00000000-0000-0000-0000-000000000000
